symbol,name,isin,sector,industry,country,exchange
AMYT,Amryt Pharma plc,-,Healthcare,Drug Manufacturers—Specialty & Generic,Ireland,NMS
AMZN,"Amazon.com, Inc.",-,Consumer Cyclical,Internet Retail,United States,NMS
ANAB,"AnaptysBio, Inc.",US0327241065,Healthcare,Biotechnology,United States,NMS
ANAT,"American National Group, Inc.",US02772A1097,Financial Services,Insurance—Diversified,United States,NMS
ANDE,"The Andersons, Inc.",US0341641035,Consumer Defensive,Food Distribution,United States,NMS
ANEB,"Anebulo Pharmaceuticals, Inc.",US0345691036,Healthcare,Biotechnology,United States,NCM
ANET,"Arista Networks, Inc.",US0404131064,Technology,Computer Hardware,United States,NYQ
ANGI,Angi Inc.,US00183L1026,Communication Services,Internet Content & Information,United States,NMS
ANGN,Angion Biomedica Corp.,US03476J1079,Healthcare,Biotechnology,United States,NMS
ANGO,"AngioDynamics, Inc.",US03475V1017,Healthcare,Medical Instruments & Supplies,United States,NMS
ANIK,Anika Therapeutics Inc.,US0352551081,Healthcare,Medical Devices,United States,NMS
ANIP,"ANI Pharmaceuticals, Inc.",-,Healthcare,Drug Manufacturers—Specialty & Generic,United States,NGM
ANIX,"Anixa Biosciences, Inc.",US03528H1095,Healthcare,Diagnostics & Research,United States,NCM
ANNX,"Annexon, Inc.",US03589W1027,Healthcare,Biotechnology,United States,NMS
ANPC,"AnPac Bio-Medical Science Co., ",US03635R1077,Healthcare,Biotechnology,China,NGM
ANSS,"ANSYS, Inc.",US03662Q1058,Technology,Software—Application,United States,NMS
ANTE,AirNet Technology Inc.,US00941Q1040,Communication Services,Telecom Services,China,NCM
ANTM,"Anthem, Inc.",US0367521038,Healthcare,Healthcare Plans,United States,NYQ
ANY,Sphere 3D Corp.,CA84841L3083,Technology,Software—Application,Canada,NCM
ANZU,Anzu Special Acquisition Corp I,US03737A1016,Financial Services,Shell Companies,United States,NCM
ANZUU,Anzu Special Acquisition Corp I,US03737A2006,Financial Services,Shell Companies,United States,NCM
AOGOU,Arogo Capital Acquisition Corp.,-,Financial Services,Shell Companies,United States,NGM
AON,Aon plc,IE00BLP1HW54,Financial Services,Insurance Brokers,Ireland,NYQ
AOS,A.O. Smith Corporation,US8318652091,Industrials,Specialty Industrial Machinery,United States,NYQ
AOSL,Alpha and Omega Semiconductor L,BMG6331P1041,Technology,Semiconductors,United States,NMS
AOUT,"American Outdoor Brands, Inc.",US02875D1090,Consumer Cyclical,Leisure,United States,NMS
APAC,StoneBridge Acquisition Corpora,KYG850941033,Financial Services,Shell Companies,United States,NCM
APACU,StoneBridge Acquisition Corpora,KYG850941116,Financial Services,Shell Companies,United States,NCM
APAM,Artisan Partners Asset Manageme,US04316A1088,Financial Services,Asset Management,United States,NYQ
APCX,AppTech Payments Corp.,US03834B2007,Technology,Software—Infrastructure,United States,NCM
APCXW,AppTech Payments Corp. Warrant,-,Technology,Software—Infrastructure,United States,NCM
APD,"Air Products and Chemicals, Inc",US0091581068,Basic Materials,Specialty Chemicals,United States,NYQ
APDN,"Applied DNA Sciences, Inc.",US03815U3005,Healthcare,Diagnostics & Research,United States,NCM
APEI,"American Public Education, Inc.",US02913V1035,Consumer Defensive,Education & Training Services,United States,NMS
APEN,"Apollo Endosurgery, Inc.",US03767D1081,Healthcare,Medical Devices,United States,NGM
APH,Amphenol Corporation,US0320951017,Technology,Electronic Components,United States,NYQ
API,"Agora, Inc.",US00851L1035,Technology,Software—Application,China,NMS
APLS,"Apellis Pharmaceuticals, Inc.",US03753U1060,Healthcare,Biotechnology,United States,NMS
APLT,"Applied Therapeutics, Inc.",US03828A1016,Healthcare,Biotechnology,United States,NGM
APM,Aptorum Group Limited,KYG6096M1069,Healthcare,Biotechnology,United Kingdom,NGM
APMI,AxonPrime Infrastructure Acquis,US05467C1080,Financial Services,Shell Companies,United States,NCM
APMIU,AxonPrime Infrastructure Acquis,US05467C2070,Financial Services,Shell Companies,United States,NCM
APO,"Apollo Global Management, Inc. ",US03768E1055,Financial Services,Asset Management,United States,NYQ
APOG,"Apogee Enterprises, Inc.",US0375981091,Industrials,Building Products & Equipment,United States,NMS
APP,Applovin Corporation,US03831W1080,Technology,Software—Application,United States,NMS
APPF,"AppFolio, Inc.",US03783C1009,Technology,Software—Application,United States,NGM
APPH,"AppHarvest, Inc.",US03783T1034,Consumer Defensive,Farm Products,United States,NMS
APPN,Appian Corporation,US03782L1017,Technology,Software—Infrastructure,United States,NGM
APPS,"Digital Turbine, Inc.",US25400W1027,Technology,Software—Application,United States,NCM
APR,"Apria, Inc.",US03836A1016,Healthcare,Medical Instruments & Supplies,United States,NMS
APRE,"Aprea Therapeutics, Inc.",US03836J1025,Healthcare,Biotechnology,United States,NMS
APTM,Alpha Partners Technology Merge,KYG632901115,Financial Services,Shell Companies,United States,NCM
APTMU,Alpha Partners Technology Merge,KYG632901297,Financial Services,Shell Companies,United States,NCM
APTO,"Aptose Biosciences, Inc.",CA03835T2002,Healthcare,Biotechnology,Canada,NCM
APTV,Aptiv PLC,JE00B783TY65,Consumer Cyclical,Auto Parts,Ireland,NYQ
APTX,Aptinyx Inc.,US03836N1037,Healthcare,Biotechnology,United States,NMS
APVO,Aptevo Therapeutics Inc.,US03835L2079,Healthcare,Biotechnology,United States,NCM
APWC,Asia Pacific Wire & Cable Corpo,BMG0535E1066,Industrials,Electrical Equipment & Parts,Taiwan,NCM
APXIU,APx Acquisition Corp. I,KYG0440J1177,Financial Services,Shell Companies,Mexico,NGM
APYX,Apyx Medical Corporation,-,Healthcare,Medical Devices,United States,NMS
AQB,"AquaBounty Technologies, Inc.",US03842K2006,Consumer Defensive,Farm Products,United States,NCM
AQMS,"Aqua Metals, Inc.",US03837J1016,Industrials,Waste Management,United States,NCM
AQST,"Aquestive Therapeutics, Inc.",US03843E1047,Healthcare,Drug Manufacturers—Specialty & Generic,United States,NGM
ARAV,"Aravive, Inc.",US03890D1081,Healthcare,Biotechnology,United States,NMS
ARAY,Accuray Incorporated,US0043971052,Healthcare,Medical Devices,United States,NMS
ARBE,Arbe Robotics Ltd.,IL0011796625,Technology,Software—Infrastructure,Israel,NCM
ARBEW,Arbe Robotics Ltd. Warrant,-,Technology,Software—Infrastructure,Israel,NCM
ARBG,Aequi Acquisition Corp.,US00775W1027,Financial Services,Shell Companies,United States,NCM
ARBGU,Aequi Acquisition Corp.,-,Financial Services,Shell Companies,United States,NCM
ARBK,Argo Blockchain plc,US0401261047,Financial Services,Capital Markets,United Kingdom,NMS
ARCB,ArcBest Corporation,US03937C1053,Industrials,Trucking,United States,NMS
ARCC,Ares Capital Corporation - Clos,US04010L1035,Financial Services,Asset Management,United States,NGM
ARCE,Arco Platform Limited,KYG045531061,Consumer Defensive,Education & Training Services,Brazil,NMS
ARCK,Arbor Rapha Capital Bioholdings,-,Financial Services,Shell Companies,United States,NGM
ARCKU,Arbor Rapha Capital Bioholdings,US03881F2039,Financial Services,Shell Companies,United States,NGM
ARCKW,Arbor Rapha Capital Bioholdings Corp. I Warrants,-,Financial Services,Shell Companies,United States,NGM
ARCT,Arcturus Therapeutics Holdings,US03969T1097,Healthcare,Biotechnology,United States,NGM
ARDS,Aridis Pharmaceuticals Inc.,US0403341045,Healthcare,Biotechnology,United States,NCM
ARDX,"Ardelyx, Inc.",US0396971071,Healthcare,Biotechnology,United States,NGM
ARE,Alexandria Real Estate Equities,US0152711091,Real Estate,REIT—Office,United States,NYQ
AREC,American Resources Corporation,US02927U2087,Basic Materials,Coking Coal,United States,NCM
ARGU,Argus Capital Corp.,US04026L1052,Financial Services,Shell Companies,United States,NGM
ARGUU,Argus Capital Corp.,US04026L2043,Financial Services,Shell Companies,United States,NGM
ARGX,argenx SE,-,Healthcare,Biotechnology,Netherlands,NMS
ARHS,"Arhaus, Inc.",US04035M1027,Consumer Cyclical,Home Improvement Retail,United States,NMS
ARIZ,Arisz Acquisition Corp.,US0404501084,Financial Services,Shell Companies,United States,NGM
ARIZR,Arisz Acquisition Corp.,-,,,United States,NGM
ARIZU,Arisz Acquisition Corp.,US0404502074,Financial Services,Shell Companies,United States,NGM
ARIZW,Arisz Acquisition Corp. Warrant,-,Financial Services,Shell Companies,United States,NGM
ARKO,ARKO Corp.,US0412421085,Consumer Defensive,Grocery Stores,United States,NCM
ARKOW,ARKO Corp.,-,Consumer Defensive,Grocery Stores,United States,NCM
ARKR,Ark Restaurants Corp.,US0407121013,Consumer Cyclical,Restaurants,United States,NGM
ARLP,"Alliance Resource Partners, L.P",US01877R1086,Energy,Thermal Coal,United States,NMS
ARNA,"Arena Pharmaceuticals, Inc.",US0400476075,Healthcare,Biotechnology,United States,NMS
AROW,Arrow Financial Corporation,US0427441029,Financial Services,Banks—Regional,United States,NMS
ARQQ,Arqit Quantum Inc.,KYG0567U1013,Technology,Software—Infrastructure,United Kingdom,NCM
ARQT,"Arcutis Biotherapeutics, Inc.",US03969K1088,Healthcare,Biotechnology,United States,NMS
ARRW,Arrowroot Acquisition Corp.,US04282M1027,Financial Services,Shell Companies,United States,NCM
ARRWU,Arrowroot Acquisition Corp.,US04282M2017,Financial Services,Shell Companies,United States,NCM
ARRY,"Array Technologies, Inc.",US04271T1007,Technology,Solar,United States,NGM
ARTA,Artisan Acquisition Corp.,KYG0509L1023,Financial Services,Shell Companies,Cayman Islands,NCM
ARTAU,Artisan Acquisition Corp.,KYG0509L1106,Financial Services,Shell Companies,Cayman Islands,NCM
ARTE,Artemis Strategic Investment Co,US04303A1034,Financial Services,Shell Companies,United States,NGM
ARTEU,Artemis Strategic Investment Co,US04303A2024,Financial Services,Shell Companies,United States,NGM
ARTEW,Artemis Strategic Investment Corporation Warrant,-,Financial Services,Shell Companies,United States,NGM
ARTL,"Artelo Biosciences, Inc.",US04301G2012,Healthcare,Biotechnology,United States,NCM
ARTNA,Artesian Resources Corporation,US0431132085,Utilities,Utilities—Regulated Water,United States,NMS
ARTW,"Art's-Way Manufacturing Co., In",US0431681032,Industrials,Farm & Heavy Construction Machinery,United States,NCM
ARVL,Arrival,LU2314763264,Consumer Cyclical,Auto Manufacturers,Luxembourg,NMS
ARVN,"Arvinas, Inc.",US04335A1051,Healthcare,Biotechnology,United States,NMS
ARWR,"Arrowhead Pharmaceuticals, Inc.",US04280A1007,Healthcare,Biotechnology,United States,NMS
ARYD,ARYA Sciences Acquisition Corp,KYG316591083,Financial Services,Shell Companies,United States,NCM
ARYE,ARYA Sciences Acquisition Corp,KYG316581001,Financial Services,Shell Companies,United States,NCM
ASAX,Astrea Acquisition Corp.,US04637C1062,Financial Services,Shell Companies,United States,NCM
ASAXU,Astrea Acquisition Corp.,US04637C2052,Financial Services,Shell Companies,United States,NCM
ASC,Ardmore Shipping Corporation,MHY0207T1001,Industrials,Marine Shipping,Bermuda,NYQ
ASLE,AerSale Corporation,-,Industrials,Airports & Air Services,United States,NCM
ASLN,ASLAN Pharmaceuticals Limited,US04522R1014,Healthcare,Biotechnology,Singapore,NGM
ASM,Avino Silver & Gold Mines Ltd.,CA0539061030,Basic Materials,Other Precious Metals & Mining,Canada,ASE
ASMB,"Assembly Biosciences, Inc.",US0453961080,Healthcare,Biotechnology,United States,NMS
ASML,ASML Holding N.V. - New York Re,-,Technology,Semiconductor Equipment & Materials,Netherlands,NMS
ASND,Ascendis Pharma A/S,US04351P1012,Healthcare,Biotechnology,Denmark,NMS
ASO,"Academy Sports and Outdoors, In",US00402L1070,Consumer Cyclical,Specialty Retail,United States,NMS
ASPA,"Abri SPAC I, Inc.",US00085X1054,Financial Services,Shell Companies,United States,NCM
ASPAU,"Abri SPAC I, Inc.",US00085X2045,Financial Services,Shell Companies,United States,NCM
ASPC,Alpha Capital Acquisition Compa,KYG0316P1303,Financial Services,Shell Companies,United States,NCM
ASPCU,Alpha Capital Acquisition Compa,KYG0316P1147,Financial Services,Shell Companies,United States,NCM
ASPS,Altisource Portfolio Solutions,LU0445408270,Financial Services,Mortgage Finance,Luxembourg,NMS
ASPU,Aspen Group Inc.,US04530L2034,Consumer Defensive,Education & Training Services,United States,NGM
ASRT,"Assertio Holdings, Inc.",US04546C2052,Healthcare,Drug Manufacturers—Specialty & Generic,United States,NCM
ASRV,AmeriServ Financial Inc.,US03074A1025,Financial Services,Banks—Regional,United States,NGM
ASTC,Astrotech Corporation,-,Industrials,Aerospace & Defense,United States,NCM
ASTE,"Astec Industries, Inc.",US0462241011,Industrials,Farm & Heavy Construction Machinery,United States,NMS
ASTL,Algoma Steel Group Inc.,CA0156581070,Basic Materials,Steel,Canada,NGM
ASTR,"Astra Space, Inc.",-,Industrials,Aerospace & Defense,United States,NMS
ASTS,"AST SpaceMobile, Inc.",US00217D1000,Communication Services,Telecom Services,United States,NMS
ASUR,Asure Software Inc,US04649U1025,Technology,Software—Application,United States,NCM
ASX,"ASE Technology Holding Co., Ltd",US00215W1009,Technology,Semiconductors,Taiwan,NYQ
ASYS,"Amtech Systems, Inc.",US0323325045,Technology,Semiconductor Equipment & Materials,United States,NMS
ATA,Americas Technology Acquisition,KYG0404A1022,Financial Services,Shell Companies,United States,NYQ
ATAI,ATAI Life Sciences N.V.,NL0015000DX5,Healthcare,Biotechnology,Germany,NGM
ATAX,America First Multifamily Inves,US02364V1070,Financial Services,Mortgage Finance,United States,NMS
ATCOL,Atlas Corp. - 7.125% Notes due,-,,,United Kingdom,NGM
ATCX,"Atlas Technical Consultants, In",-,Industrials,Engineering & Construction,United States,NGM
ATEC,"Alphatec Holdings, Inc.",US02081G2012,Healthcare,Medical Devices,United States,NMS
ATER,"Aterian, Inc.",US02156U1016,Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,NCM
ATEX,Anterix Inc.,-,Communication Services,Telecom Services,United States,NCM
ATHA,"Athira Pharma, Inc.",US04746L1044,Healthcare,Biotechnology,United States,NMS
ATHE,Alterity Therapeutics Limited,-,Healthcare,Biotechnology,Australia,NCM
ATHX,"Athersys, Inc.",US04744L1061,Healthcare,Biotechnology,United States,NCM
ATI,Allegheny Technologies Incorpor,US01741R1023,Industrials,Metal Fabrication,United States,NYQ
ATIF,ATIF Holdings Limited,VGG0602B2093,Financial Services,Capital Markets,China,NCM
ATLC,Atlanticus Holdings Corporation,US04914Y1029,Financial Services,Credit Services,United States,NMS
ATLCP,Atlanticus Holdings Corporation,-,Financial Services,Credit Services,United States,NMS
ATLO,Ames National Corporation,US0310011004,Financial Services,Banks—Regional,United States,NCM
ATNF,180 Life Sciences Corp.,US68236V1044,Healthcare,Biotechnology,United States,NCM
ATNI,"ATN International, Inc.",-,Communication Services,Telecom Services,United States,NMS
ATNX,"Athenex, Inc.",US04685N1037,Healthcare,Drug Manufacturers—Specialty & Generic,United States,NMS
ATO,Atmos Energy Corporation,US0495601058,Utilities,Utilities—Regulated Gas,United States,NYQ
ATOM,Atomera Incorporated,US04965B1008,Technology,Semiconductor Equipment & Materials,United States,NCM
ATOS,"Atossa Therapeutics, Inc.",US04962H5063,Healthcare,Biotechnology,United States,NCM
ATRA,"Atara Biotherapeutics, Inc.",US0465131078,Healthcare,Biotechnology,United States,NMS
ATRC,"AtriCure, Inc.",US04963C2098,Healthcare,Medical Instruments & Supplies,United States,NGM
ATRI,Atrion Corporation,US0499041053,Healthcare,Medical Instruments & Supplies,United States,NMS
ATRO,Astronics Corporation,US0464331083,Industrials,Aerospace & Defense,United States,NMS
ATRS,"Antares Pharma, Inc.",US0366421065,Healthcare,Medical Instruments & Supplies,United States,NCM
ATSG,"Air Transport Services Group, I",US00922R1059,Industrials,Integrated Freight & Logistics,United States,NMS
ATVC,Tribe Capital Growth Corp I,US89601Y1010,Financial Services,Shell Companies,United States,NCM
ATVCU,Tribe Capital Growth Corp I,US89601Y2000,Financial Services,Shell Companies,United States,NCM
ATVI,"Activision Blizzard, Inc",US00507V1098,Communication Services,Electronic Gaming & Multimedia,United States,NMS
ATXI,"Avenue Therapeutics, Inc.",US05360L2051,Healthcare,Biotechnology,United States,NCM
ATXS,"Astria Therapeutics, Inc.",-,Healthcare,Biotechnology,United States,NGM
ATY,AcuityAds Holdings Inc.,CA00510L1067,Communication Services,Internet Content & Information,Canada,NCM
AUB,Atlantic Union Bankshares Corpo,US04911A1079,Financial Services,Banks—Regional,United States,NMS
AUBAP,Atlantic Union Bankshares Corpo,US04911A2069,Financial Services,Banks—Regional,United States,NMS
AUBN,"Auburn National Bancorporation,",US0504731078,Financial Services,Banks—Regional,United States,NGM
AUDC,AudioCodes Ltd.,IL0010829658,Technology,Communication Equipment,Israel,NMS
AUGX,"Augmedix, Inc.",US05105P1075,Healthcare,Health Information Services,United States,NCM
AUID,Ipsidy Inc.,US46264C2061,Technology,Software—Infrastructure,United States,NCM
AUPH,Aurinia Pharmaceuticals Inc,CA05156V1022,Healthcare,Biotechnology,Canada,NGM
AUR,"Aurora Innovation, Inc.",US0517741072,Technology,Information Technology Services,United States,NMS
AURA,"Aura Biosciences, Inc.",US05153U1079,Healthcare,Biotechnology,United States,NGM
AURC,Aurora Acquisition Corp.,KYG0698L1032,Financial Services,Shell Companies,United Kingdom,NCM
AURCU,Aurora Acquisition Corp.,KYG0698L1115,Financial Services,Shell Companies,United Kingdom,NCM
AUTL,Autolus Therapeutics plc,US05280R1005,Healthcare,Biotechnology,United Kingdom,NMS
AUTO,"AutoWeb, Inc.",US05335B1008,Communication Services,Internet Content & Information,United States,NCM
AUUD,Auddia Inc.,US05072K1079,Technology,Software—Application,United States,NCM
